"x (air, [ft3/s])","y (water, [ft3/s])"
0.010559002,0.007981365
0.012732904,0.009658385
0.016770179,0.011677017
0.023602479,0.013602484
0.034161481,0.015062112
0.050000026,0.015745342
0.06956521,0.015465838
0.088198761,0.014720497
0.107142862,0.014037267
0.127329191,0.013385093
0.146273293,0.012763975
0.16583854,0.012204969
0.184472048,0.011645963
