"x (air, [ft3/s])","y (water, [ft3/s])"
0.018012426,0.003757763
0.022670804,0.00515528
0.030745331,0.006801242
0.046583855,0.008012423
0.066770184,0.008416148
0.08633541,0.008385093
0.106521738,0.008291925
0.123913041,0.008291925
0.143167694,0.008198758
0.163043493,0.008105589
0.181987595,0.007919255
