"x (air, [ft3/s])","y (water, [ft3/s])"
0.012732904,0.003695653
0.014285704,0.005093168
0.01708073,0.006925465
0.021428577,0.008695653
0.031366455,0.010093168
0.046894407,0.010900619
0.06614906,0.010931677
0.08447208,0.010745342
0.102795037,0.010559005
0.120807463,0.01037267
0.139751565,0.01021739
0.15745344,0.010031055
0.167080746,0.009937888
